timestamp,transaction_id,customer_id,transaction_total,merchant_category,payment_method,region,total_quantity,total_quantity_7d,reported_transaction_total,is_fraud,reasoning
2021-09-10,5416ca4f,3df7c87caef140e8a1875467ce291edb,3553238,Home & Garden,Debit Card,Bandung,90,51.72,3553238,0,"Neither condition is met. 0 equals 0, and 1.74 is less than 2.0."
2024-04-25,2cd9e2d8,6a63a8d098b8480ba92c040b315946f5,4548828,Electronics,PayPal,Medan,8,5.59,4548828,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.43 is less than 2.0 (no significant quantity increase)."
2024-05-08,720392ed,ace34c9489b34c13b8eba04ca4c677de,5583752,Electronics,Credit Card,Bandung,13,9.22,5583752,0,"Neither condition was met. The first condition (0 ≠ 0) is always false, and the second condition (1.41 ≥ 2.0) is also false. Therefore, no fraud indicators were detected."
2022-05-22,1cc0cd32,430523414c9c4c9ca50b3799edc13ddc,2809310,Clothing,Credit Card,Bandung,84,45.9,2809310,0,"Neither condition was met. The first condition checks if 0 is not equal to 0, which is always false. The second condition checks if 1.83 is >= 2.0, which is also false. Therefore, the transaction is not fraudulent."
2024-07-15,4496ac42,6622dd883ca44989a3d4dde73558ea09,8440609,Clothing,Credit Card,Surabaya,55,58.51,8440609,0,"Neither condition was met. The first condition (0 != 0) is always false, and the second condition (0.94 >= 2.0) is also false. Therefore, no fraud indicators were detected."
2025-10-21,f7a414d7,1204afe56cd94cdb9363176efaa2e684,6293505,Clothing,PayPal,Semarang,81,42.41,6293505,0,"Neither condition is met. The first condition (0 != 0) is false because 0 equals 0. The second condition (1.91 >= 2.0) is also false. Therefore, the transaction is not fraudulent."
2022-02-08,6070836d,be317b59ac2d419bb06fd617a2b509a1,7864027,Electronics,Credit Card,Bandung,95,78.51,7864027,0,"Neither condition was met. The value 0 is equal to 0, and 1.21 is less than 2.0."
2022-08-02,2b254c3b,305ca533e35e4809ac0100eeb6f3121c,7032884,Clothing,Debit Card,Medan,96,177.78,7032884,0,"Neither condition was met. The value 0 equals 0 (no discrepancy), and 0.54 is less than 2.0 (no significant quantity increase)."
2022-06-20,e26d6adc,5240c8bf0a6a427f9669f71bba904a4d,6194216,Groceries,PayPal,Surabaya,56,100.0,6194216,0,"Neither condition is met. The first condition checks if 0 ≠ 0, which is false. The second condition checks if 0.56 ≥ 2.0, which is also false."
2024-09-08,827aefb7,f6de09c371c54ceaadc61926eb55577f,4762639,Groceries,PayPal,Semarang,42,19.81,2809957,1,The transaction is flagged as fraudulent because both conditions are met: 1) -1952682 ≠ 0 (discrepancy in transaction totals) and 2) 2.12 ≥ 2.0 (significant quantity increase).
2022-05-20,b1ebef4a,6e92ec0160db4a3b9424b5d25d2e1516,8514930,Electronics,Bank Transfer,Jakarta,33,28.7,8514930,0,"Neither condition is met. 0 is equal to 0, and 1.15 is less than 2.0, so no fraud indicators are present."
2024-02-29,da864acc,9d0a019a061a445aa30728fa0a0abe5a,5946069,Home & Garden,PayPal,Medan,78,79.59,5946069,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 0.98 is less than 2.0 (no significant quantity increase)."
2022-09-08,111902bf,50d701eab48e48b18462e0e96e2ff6ae,6406330,Clothing,PayPal,Surabaya,15,7.65,6406330,0,"Neither condition was met. 0 equals 0, and 1.96 is less than 2.0."
2023-03-13,af8c9d60,1ef413af5de74990a53e1e69b6f87971,2910412,Sports,PayPal,Bandung,6,5.45,2910412,0,"Neither condition is met. Condition 1 checks if 0 != 0 (always false), and Condition 2 checks if 1.1 >= 2.0 (false). No fraud indicators found."
2023-01-06,17d32ab8,695f398a6eba48b1b19c4168a1b14f88,4944208,Sports,Bank Transfer,Jakarta,83,65.87,4944208,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 1.26 is >= 2.0 (which is false)."
2025-10-02,32157c86,62e76bef944c4b7fbf824f4ab51a33ad,7079111,Clothing,Bank Transfer,Jakarta,5,6.17,7079111,0,"Neither condition was met. 0 equals 0, and 0.81 is less than 2.0."
2023-07-30,0057726c,846a9dd69a4b4c82bbbeb718e66ce2d6,1298266,Clothing,Debit Card,Jakarta,39,59.09,1298266,0,"Neither condition was met. 0 is equal to 0 (no discrepancy), and 0.66 is less than 2.0 (no significant quantity increase)."
2021-08-04,90b02436,4d7d47117f5e48d7aaa13ba26c97cef0,7041189,Groceries,Bank Transfer,Jakarta,52,30.77,7041189,0,"Neither condition is met. 0 equals 0, and 1.69 is less than 2.0."
2022-10-02,dadb034f,ffa62df5118f40fca6d3fc60a97898ef,5925877,Sports,Bank Transfer,Jakarta,41,46.59,5925877,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 0.88 is less than 2.0 (no significant quantity increase)."
2021-10-19,12ddfa0e,a1447a73738f49a6a370341e00704eeb,8134080,Electronics,Credit Card,Medan,44,29.53,8134080,0,"Neither condition was met. The value 0 is equal to 0, and 1.49 is less than 2.0."
2024-04-26,45ce4840,78ace187b61d4375aef83c8022ac7801,6866445,Groceries,Debit Card,Medan,81,63.28,6866445,0,"Neither condition is met. The first condition checks if 0 ≠ 0 (which is always false), and the second condition checks if 1.28 ≥ 2.0 (which is false)."
2023-04-25,349a4326,465d04e597d84289839740b905dfc426,8824939,Electronics,Debit Card,Bandung,80,91.95,8824939,0,"Neither condition was met. The first condition (0 != 0) is inherently false, and 0.87 is less than 2.0, so no fraud indicators were detected."
2021-04-13,bc258636,2bb6b681feb3424297fe35da4821c033,5649682,Clothing,Credit Card,Surabaya,21,17.5,5649682,0,"Neither condition was met. 0 equals 0, and 1.2 is less than 2.0."
2024-03-09,fb09edad,e4cfa00c2d5247239aa1471ebc8f2785,1728288,Groceries,Bank Transfer,Bandung,75,38.07,1728288,0,"Neither condition is met. 0 equals 0, and 1.97 is less than 2.0."
2025-09-23,fdddb9a9,d65899e01ba24d04b2ab2afe4098e625,473535,Home & Garden,Debit Card,Jakarta,93,116.25,473535,0,"Neither condition was met. The first condition (0 != 0) is inherently false, and the second condition (0.8 >= 2.0) is also false."
2022-01-28,1fd89da7,0c10e4c863b94007a66ecd7c358b913b,5957206,Home & Garden,Debit Card,Jakarta,5,7.35,5957206,0,"Neither condition was met. The value 0 equals 0 (no discrepancy), and 0.68 is less than 2.0 (no significant quantity increase)."
2024-10-15,9600d97e,89b48f079f484618a2e382578e0f1cef,5258570,Clothing,Bank Transfer,Medan,26,20.16,5258570,0,"Neither condition was met. The first condition checks if 0 ≠ 0 (which is always false), and the second condition checks if 1.29 ≥ 2.0 (which is also false). Therefore, no fraud indicators were detected."
2022-08-05,9e33bbb5,df9bae8f11214bd2a293da58f2424d75,8389175,Clothing,Debit Card,Jakarta,9,2.36,8389175,1,"The transaction meets the second condition (3.81 >= 2.0), indicating a significant increase in quantity compared to the average, which could suggest fraudulent activity."
2024-10-26,42e20718,a8b0d1280f6b401d9ed02c6598aea602,5850950,Electronics,Credit Card,Medan,20,23.26,5850950,0,"Neither condition is met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 0.86 >= 2.0 (which is false). Therefore, the transaction is not fraudulent."
2021-04-30,b80a808d,1850d4e5872c420f9727f998e24584f5,3029937,Sports,Debit Card,Medan,25,32.05,3029937,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 0.78 >= 2.0 (which is false). Therefore, the transaction is not fraudulent."
2022-01-24,7a50934c,5427e1481e734d33ae2cb8ff4ce26e70,2648220,Electronics,Bank Transfer,Jakarta,35,12.2,2648220,1,"The transaction quantity (2.87) is greater than or equal to 2.0, indicating a significant increase compared to the average, which suggests potential fraud."
2022-09-19,c89f1194,8de87563b92e48f68caca3c05605b212,5484059,Home & Garden,Bank Transfer,Medan,7,6.48,5484059,0,"Neither condition was met. 0 is equal to 0, and 1.08 is less than 2.0."
2024-05-25,a7f54002,cfdb6a3ff599499a8c3761de827d8f24,6843014,Groceries,Credit Card,Jakarta,92,131.43,6843014,0,"Neither condition was met. 0 equals 0, and 0.7 is less than 2.0."
2021-08-13,bffd552a,ee191903c6d34a80b318a0d175f4f716,6081088,Clothing,Credit Card,Surabaya,14,5.56,6081088,1,"The transaction quantity of 2.52 is greater than or equal to 2.0, indicating potential fraud."
2025-07-20,f958ae3e,801f9187292849fdafe2c44bacdc127a,111018,Clothing,Debit Card,Jakarta,12,11.65,111018,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.03 is less than 2.0 (no significant quantity increase)."
2024-08-28,8357c60c,4755836ac0954eaba6c617f858ac28e2,7301415,Home & Garden,PayPal,Jakarta,4,2.23,7301415,0,"Neither condition was met. 0 equals 0, and 1.79 is less than 2.0."
2024-05-02,a2b3dd04,f4c8b1a0ebb84e96991da56c683d3418,6104240,Groceries,Credit Card,Jakarta,81,47.09,6104240,0,Neither condition is met. 0 equals 0 (no discrepancy) and 1.72 is less than 2.0 (no significant quantity increase).
2023-12-04,c679b9b0,53125cdd339b441aa9e470319aab62ce,9933689,Electronics,Debit Card,Bandung,38,25.33,9933689,0,The transaction is not fraudulent because both conditions are not met. The first condition (0 ≠ 0) is impossible as 0 always equals 0. The second condition (1.5 ≥ 2.0) is false since 1.5 is less than 2.0.
2025-07-08,5f8e7cd4,50053b6f2e044729aad6fb0140f64462,7055986,Home & Garden,Bank Transfer,Surabaya,45,38.79,7055986,0,"Neither condition was met. The first condition checks if 0 ≠ 0 (which is false), and the second condition checks if 1.16 ≥ 2.0 (which is also false). Since neither indicates fraud, the transaction is classified as non-fraudulent."
2024-07-26,84ed241c,90a43c0d7ea148bf80724209179e02d5,1971820,Clothing,Debit Card,Bandung,28,15.22,1971820,0,"Neither condition was met. The value 0 is equal to 0, and 1.84 is less than 2.0."
2024-03-28,3fb617b1,683cf049cbe14c8c9dd209a7f5c80c53,5472028,Sports,Credit Card,Jakarta,84,43.52,5472028,0,"Neither condition was met. The first condition (0 != 0) is false, and the second condition (1.93 >= 2.0) is also false."
2021-03-06,df1a1844,f4e425045a1545618933c26d3b15e327,9355250,Clothing,Credit Card,Surabaya,15,7.94,9355250,0,"Neither condition was met. The value 0 equals 0 (no discrepancy), and 1.89 is less than 2.0 (no significant quantity increase)."
2023-06-26,e5390fa6,7f97ccb39a93444c9fb3ebb8f92ea7ba,1174244,Clothing,Credit Card,Semarang,68,89.47,1174244,0,"Neither condition was met. The value 0 is equal to 0, and 0.76 is less than 2.0."
2024-12-26,050b53fa,7230537fbd994daabd470d36099864fa,1809326,Home & Garden,Credit Card,Surabaya,79,21.12,1809326,1,"The transaction meets the second condition where 3.74 is greater than or equal to 2.0, indicating potential fraudulent activity."
2025-02-11,fb1fa3ab,f83e2f87705c424da6192273c4f97898,436545,Groceries,Bank Transfer,Jakarta,66,57.89,436545,0,Neither condition was met: 0 equals 0 and 1.14 is less than 2.0.
2022-12-02,74f947c4,25ad9d8183e3491cb82636476add16a4,7388138,Clothing,Bank Transfer,Bandung,44,33.08,7388138,0,"Neither condition is met. The first condition (0 != 0) is logically impossible, and 1.33 is less than 2.0, so no fraud indicators are present."
2023-09-10,038225aa,63e2cb8560f148bf8493853d57f5bd38,2798913,Sports,Credit Card,Semarang,75,46.58,2798913,0,"Neither condition is met. The first condition checks if 0 != 0 (which is always false), and the second condition checks if 1.61 >= 2.0 (which is false). Therefore, no fraud indicators are present."
2022-08-14,24e11787,1e7e8b854d1f4e4dbd139da3c52eaef6,1435405,Clothing,PayPal,Surabaya,96,59.63,1435405,0,"Neither condition was met. 0 equals 0, and 1.61 is less than 2.0."
2023-02-05,965dfa36,907c3d8130e04f10a8b37bf904963c26,8979022,Electronics,Credit Card,Jakarta,47,30.32,8979022,0,"Neither condition is met. 0 equals 0, and 1.55 is less than 2.0."
2021-05-21,92e88db3,fe4b0e60e8fc486aa9e9e7d4dc6774c8,4536753,Groceries,Credit Card,Jakarta,99,113.79,4536753,0,"Neither condition was met. The value 0 equals 0 (no discrepancy), and 0.87 is less than 2.0 (no significant quantity increase)."
2022-11-29,5d3b7d0f,aa55fc7c4e584470b81ae5c6794d7bc7,9568597,Clothing,Credit Card,Medan,5,5.68,9568597,0,"Neither condition was met. The value 0 equals 0 (no discrepancy), and 0.88 is less than 2.0 (no significant quantity increase)."
2021-12-06,86c8aa0c,f3218bbeb98c48b998d0ae5d6d80166f,9012987,Clothing,Bank Transfer,Surabaya,81,106.58,9012987,0,"Neither condition is met. 0 equals 0, and 0.76 is less than 2.0."
2024-08-03,fa2d4c7b,c176996b2a0a411c93cd7671e8c0516a,2444840,Clothing,Credit Card,Jakarta,98,136.11,2444840,0,"Neither condition is met. The first condition (0 != 0) is always false, and 0.72 is less than 2.0, so no fraud indicators are present."
2025-10-14,6e043150,aee7e6f44fa34be6ab364bfa5a669dda,8718755,Clothing,Bank Transfer,Surabaya,22,19.82,8718755,0,"Neither condition was met. The first condition (0 != 0) is always false, and the second condition (1.11 >= 2.0) is also false."
2022-11-07,014eb932,fb881b6feb3646edb0302fc74696b36f,2963167,Clothing,Credit Card,Jakarta,24,36.92,2963167,0,"Neither condition was met. The first condition checks if 0 != 0 (always false), and the second condition checks if 0.65 >= 2.0 (false). No fraud indicators found."
2024-03-03,7385c9de,0dc9d8df58fb49b39a21097e85fd1116,7058986,Groceries,Bank Transfer,Bandung,13,5.46,4800110,1,Both conditions are met: -2258876 is not equal to 0 (indicating a discrepancy) and 2.38 is greater than or equal to 2.0 (suggesting a significant quantity increase).
2024-08-08,e0f57f8d,ab482b51ee4447a991d5e72b4c0a6215,8516280,Home & Garden,Debit Card,Surabaya,1,0.72,8516280,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is false), and the second condition checks if 1.39 is >= 2.0 (which is also false)."
2025-01-28,2422fdfc,3cd309705d7f4293952af442de7d5fcf,7837113,Sports,Bank Transfer,Bandung,66,43.42,7837113,0,"Neither condition is met. The first condition (0 != 0) is always false, and 1.52 is less than 2.0."
2022-05-01,d6e4fde0,68db26c905dc4711b756f4c4e1aff333,2637551,Clothing,Bank Transfer,Medan,70,98.59,2637551,0,Neither condition was met: 0 equals 0 and 0.71 is less than 2.0.
2022-10-30,abcae5c4,61127f6e78bb4d7b91c93e1ed37fa1d0,6741265,Groceries,Credit Card,Jakarta,65,84.42,6741265,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 0.77 is >= 2.0 (which is false). Therefore, no fraud indicators were found."
2021-10-26,6acfae10,ed31a51551df48f291cedd212db97090,7917138,Groceries,Credit Card,Jakarta,61,64.89,7917138,0,"Neither condition was met. The first condition (0 != 0) is always false, and the second condition (0.94 >= 2.0) is also false."
2025-12-16,6b992e5f,ad160800dc2c441f85aa53058be95a37,808964,Electronics,Debit Card,Jakarta,68,62.96,808964,0,"Neither condition is met. The first condition (0 ≠ 0) is always false, and the second condition (1.08 ≥ 2.0) is also false. Therefore, no fraud indicators are present."
2025-06-26,97b92b0b,1c3e075e513a44829d71a157e49ef61f,224323,Groceries,Bank Transfer,Bandung,39,17.18,105431,1,"The transaction has a discrepancy (-118892 ≠ 0) and a significant quantity increase (2.27 ≥ 2.0), both indicating potential fraud."
2023-12-07,6c068f44,b5f273ddccdb41fb805dd61cf1dfaa62,1785016,Clothing,Credit Card,Surabaya,35,24.65,1785016,0,"Neither condition was met. 0 equals 0, and 1.42 is less than 2.0."
2022-08-10,9375369f,3dfa83527b97465fa077362aff239e2a,9825885,Groceries,Bank Transfer,Bandung,38,22.35,9825885,0,"Neither condition was met. 0 is equal to 0 (no discrepancy), and 1.7 is less than 2.0 (no significant quantity increase)."
2024-09-12,9c93faae,93969cc6b980487ab10248e07a3a5883,9423525,Clothing,Credit Card,Jakarta,74,49.33,9423525,0,"Neither condition is met. 0 equals 0, and 1.5 is less than 2.0, so no indicators of fraud are present."
2022-11-10,ce731121,e34f1b50f8d147aa82a4227e2a970966,5898564,Clothing,PayPal,Bandung,61,32.62,5898564,0,"Neither condition is met. The first condition checks if 0 ≠ 0 (always false), and the second condition checks if 1.87 ≥ 2.0 (false). No fraud indicators found."
2023-10-13,f5715a3a,eb644d9a63b74cb4b36fa48c703a2ff1,7546966,Home & Garden,Debit Card,Semarang,84,53.5,7546966,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.57 is less than 2.0 (no significant quantity increase)."
2021-04-26,df4a3713,2fdeca8fa33f4ea5bff3ccc0f36604e3,1209967,Clothing,Bank Transfer,Medan,63,60.58,1209967,0,"Neither condition was met. The value 0 is equal to 0, and 1.04 is less than 2.0."
2023-01-29,9dd9ed81,b425d15daf694bc1b711ea51dde058cc,9957454,Home & Garden,Bank Transfer,Surabaya,14,14.29,9957454,0,"Neither condition is met. The first condition checks if 0 != 0 (which is false), and the second condition checks if 0.98 >= 2.0 (which is also false)."
2025-01-28,b6a35bf2,dbcb70080a094582bb4e190a1d9ba7a7,5423238,Electronics,Credit Card,Medan,7,5.3,5423238,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.32 is less than 2.0 (no significant quantity increase)."
2025-04-14,23a0ea1d,36a7bf97e5b54a4d894a4bd552d2cecd,518241,Clothing,PayPal,Bandung,25,30.86,518241,0,"Neither condition was met. The first condition checks if 0 ≠ 0 (always false), and the second condition checks if 0.81 ≥ 2.0 (false)."
2025-09-14,814e1638,09f1bdd8064744bcac5baad2c25b8336,6044552,Electronics,Debit Card,Bandung,79,77.45,6044552,0,"Neither condition was met. 0 equals 0, and 1.02 is less than 2.0."
2024-04-08,3786ce4e,4790fc8db1294145b77845707b998cbe,3121008,Home & Garden,PayPal,Jakarta,88,64.23,3121008,0,"Neither condition was met. 0 equals 0, and 1.37 is less than 2.0."
2025-08-02,81ef5611,f9501ede5b0d403ba0615df6b0da2bd2,1538347,Groceries,PayPal,Medan,43,22.87,1538347,0,"Neither condition was met. The first condition checks if 0 ≠ 0 (which is always false), and the second condition checks if 1.88 ≥ 2.0 (which is false). Therefore, no fraud indicators were found."
2024-11-17,653e4611,ed831f5226f64dddace89f00f36236bb,5018645,Groceries,Debit Card,Medan,96,93.2,5018645,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.03 is less than 2.0 (no significant quantity increase)."
2025-03-28,fac1b968,25835d13003743a0ac7f2d515991db5d,6811816,Groceries,Credit Card,Jakarta,46,56.79,6811816,0,"Neither condition was met. The value 0 is equal to 0, and 0.81 is less than 2.0."
2021-07-25,a01d4044,266bfc7057af44f7917dda4d70eb6d73,6113264,Home & Garden,Credit Card,Surabaya,95,179.25,6113264,0,"Neither condition was met. The value 0 is equal to 0, and 0.53 is less than 2.0."
2021-06-06,f386e46d,984b22b5270e48df8c0dfc1105cfc82e,4901413,Electronics,Credit Card,Surabaya,64,76.19,4901413,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 0.84 >= 2.0 (which is false). Therefore, no fraud indicators were found."
2024-01-24,d61d06a5,e12b8bf368c14ad99e5f918f9d927913,3799413,Groceries,Bank Transfer,Surabaya,29,9.83,3799413,1,"The transaction is classified as fraudulent because the quantity (2.95) is greater than or equal to 2.0, satisfying the second condition for potential fraud."
2025-09-24,fcaee31a,e2a69588568e404494dc3adfed35f44c,5118972,Home & Garden,Credit Card,Jakarta,99,57.89,5118972,0,"Neither condition was met. The first condition (0 != 0) is always false, and 1.71 is less than 2.0, so no fraud indicators were found."
2021-06-18,670e622b,d907260cb12b4dfe91f814e5f196c3e5,4677569,Home & Garden,Debit Card,Semarang,7,10.45,4677569,0,"Neither condition was met. 0 is equal to 0 (no discrepancy), and 0.67 is less than 2.0 (no significant quantity increase)."
2021-08-02,c4cedcad,1555aabe05754b90941103513f34f6cc,4515677,Electronics,Credit Card,Bandung,88,70.97,3793168,1,"The transaction has a discrepancy (-722509 ≠ 0), which is a strong indicator of potential fraud."
2021-05-26,47a1a037,477de3ce9f5045c1865b58772b7eef38,8967715,Groceries,Bank Transfer,Surabaya,3,2.4,8967715,0,"Neither condition was met. The first condition (0 != 0) is always false, and the second condition (1.25 >= 2.0) is also false. Therefore, no indicators of fraud were detected."
2023-12-25,405bb01e,e312ac574b92421793327a6a3cec8136,3368401,Clothing,Credit Card,Bandung,67,41.88,3368401,0,"Neither condition was met. 0 equals 0, and 1.6 is less than 2.0."
2024-06-09,3a0bf350,acc1a14dc00f44bdb3da5a9ec9d0c7a2,619758,Home & Garden,Debit Card,Surabaya,46,35.66,619758,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 1.29 is >= 2.0 (which is false). Since neither condition indicates fraud, the transaction is classified as non-fraudulent."
2022-02-08,c28d752e,c3e98293279d4b338f5be108b8bb6cb5,4960402,Electronics,Debit Card,Surabaya,78,79.59,4960402,0,"Neither condition is met. The first condition (0 != 0) is always false, and the second condition (0.98 >= 2.0) is also false. Therefore, no fraud indicators are present."
2022-10-07,2ecc52ce,167e990dcebd421a8adf82b78f7f513e,6623292,Groceries,Bank Transfer,Semarang,90,65.22,6623292,0,"Neither condition was met. 0 equals 0, and 1.38 is less than 2.0."
2025-04-14,836546b2,6f69b23c6c4241229ceecb54ffe8a39b,5060618,Groceries,PayPal,Surabaya,16,17.58,5060618,0,"Neither condition was met. The first condition (0 != 0) is always false, and 0.91 is less than 2.0, so no fraud indicators were detected."
2025-07-31,1b22121c,5f8c5afb62c04b8e9d344ace5fbc9d40,101840,Electronics,Credit Card,Jakarta,43,78.18,101840,0,"Neither condition is met. 0 equals 0, and 0.55 is less than 2.0."
2023-02-14,1ae6ffbc,d4949a2681c04a1e8c564227dd5cab1d,7691898,Home & Garden,Debit Card,Surabaya,56,40.88,7691898,0,"Neither condition was met. 0 is equal to 0, and 1.37 is less than 2.0."
2022-06-20,c61bf3b2,073ff3181e1c439eb24c6996173bdedc,5096968,Electronics,Credit Card,Bandung,30,24.0,5096968,0,"Neither condition is met. 0 is always equal to 0, and 1.25 is less than 2.0."
2023-10-11,13ca116a,decd9488187741e6b7ff6655dde2082a,4849737,Groceries,Debit Card,Bandung,83,36.09,4849737,1,"The transaction is fraudulent because 2.3 is greater than or equal to 2.0, indicating a significant increase in quantity."
2023-04-06,8260582c,be3289255c0b4c55ab82ccffde34d59e,6814466,Groceries,PayPal,Semarang,40,28.37,6814466,0,"Neither condition was met. The first condition (0 ≠ 0) is always false, and the second condition (1.41 ≥ 2.0) is also false. Therefore, no fraud indicators were detected."
2022-04-30,032c34c6,a00aef69da2f46b2ab429e668d620651,9549408,Clothing,PayPal,Medan,45,25.42,5538656,1,"The transaction is fraudulent because the value -4010752 is not equal to 0, indicating a discrepancy between expected and reported transaction totals."
2023-03-11,b1bcf02b,c3f9d6ebd01243f884ef03f68310bca4,6845490,Electronics,Bank Transfer,Surabaya,19,6.99,6845490,1,"The transaction meets the second condition where 2.72 is greater than or equal to 2.0, indicating potential fraudulent activity."
2022-10-06,6180767f,21e06c7ac4a1447e8ac5e0ca3e033835,4632823,Sports,Credit Card,Medan,80,84.21,4632823,0,"Neither condition is met. The first condition (0 != 0) is always false, and the second condition (0.95 >= 2.0) is also false. Therefore, no fraud indicators are present."
2023-09-24,803ddf6c,9930d9245f7345e2b37224e53d871eda,9607335,Sports,Debit Card,Surabaya,56,14.89,9607335,1,"The transaction quantity of 3.76 is greater than or equal to 2.0, which meets the second condition for potential fraud."
2025-12-14,019971bf,26fb83e297a348649d3d8756ece075da,3405189,Home & Garden,Credit Card,Surabaya,38,28.15,3405189,0,"Neither condition was met. The value 0 is equal to 0 (no discrepancy), and 1.35 is less than 2.0 (no significant quantity increase)."
2022-03-09,f1bf1815,6eea17cb7d9742c190e66546e2b0ef45,7948150,Home & Garden,Bank Transfer,Surabaya,8,4.35,7948150,0,"Neither condition was met. The first condition checks if 0 != 0 (which is always false), and the second condition checks if 1.84 >= 2.0 (which is false). Since neither indicates fraud, the transaction is non-fraudulent."
2022-09-11,4b448e58,233e9ebf6f8b40d2a651606c82425be0,8464982,Clothing,Debit Card,Jakarta,80,36.36,8464982,1,"The transaction meets the second condition (2.2 >= 2.0), indicating potential fraud."
2022-05-03,09b1cf32,bd6e880e25844b62a94b85b0431c45c8,8776293,Clothing,Credit Card,Semarang,36,23.23,8776293,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.55 is less than 2.0 (no significant quantity increase)."
2021-12-17,4512a4fb,dfc4b9ccfbea4144a5fa308da08e7e3f,2388817,Clothing,Debit Card,Semarang,41,45.56,2388817,0,"Neither condition was met. 0 equals 0, and 0.9 is less than 2.0."
2021-07-18,20c9e540,edcfc7c4ca9146629f7a0f8b1953237d,8067360,Groceries,Credit Card,Medan,13,25.49,8067360,0,"Neither condition is met. 0 is always equal to 0, and 0.51 is less than 2.0."
2024-01-30,641100bf,92d98083b9a041f3858a7076626c8a4b,3369925,Clothing,PayPal,Bandung,39,22.81,3369925,0,"Neither condition was met. 0 equals 0, and 1.71 is less than 2.0."
2021-01-15,04c7d7eb,f591aebf1bdd48ae9826124805d73632,3892693,Groceries,Credit Card,Semarang,70,35.71,3892693,0,"Neither condition is met. The first condition checks if 0 != 0 (always false), and the second condition checks if 1.96 >= 2.0 (false). No fraud indicators found."
2023-12-13,791ce159,d06bd965a1e74bc7ad084a201413f72b,3746727,Groceries,PayPal,Semarang,34,28.57,3746727,0,"Neither condition was met. The value 0 is equal to 0 (no discrepancy), and 1.19 is less than 2.0 (no significant quantity increase)."
2022-06-02,b8ef1711,b82e56c040e247c39e7f8e2f77e0ae65,8623975,Electronics,Debit Card,Bandung,82,47.13,8623975,0,"Neither condition was met. 0 equals 0, and 1.74 is less than 2.0."
2023-10-03,db08efef,63ddf6c24a0f44ccbffb7df3aa5c25e4,6164774,Home & Garden,Credit Card,Surabaya,24,28.92,6164774,0,"Neither condition is met. 0 is equal to 0, and 0.83 is less than 2.0."
2023-06-05,c7b6324b,e8a6fc116bef4610b9f27011a0cdc56f,5174281,Clothing,Bank Transfer,Bandung,41,35.04,5174281,0,"Neither condition was met. The first condition (0 != 0) is always false, and 1.17 is less than 2.0."
2024-03-04,e4765f28,cde3435bf18c4417ae9e69b2f121df89,298447,Groceries,Debit Card,Jakarta,80,91.95,298447,0,"Neither condition is met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 0.87 is >= 2.0 (which is false). Therefore, no fraud indicators are present."
2024-08-22,75a717c9,a8f6b690cfc64933948f17f91089dcc2,2059209,Clothing,PayPal,Surabaya,45,37.82,2059209,0,"Neither condition was met. The first condition (0 != 0) is always false, and 1.19 is less than 2.0."
2022-01-11,f050c2de,baa961407e6a498ba3bdf98c49ba9a92,3068088,Electronics,Bank Transfer,Jakarta,25,26.04,3068088,0,"Neither condition was met. The value 0 equals 0 (no discrepancy), and 0.96 is less than 2.0 (no significant quantity increase)."
2025-08-12,ff87f9fe,bf5bbc5fe10a48ee95b6df1389c1dbc1,5551558,Home & Garden,Bank Transfer,Bandung,43,24.71,5551558,0,"Neither condition was met. The first condition (0 ≠ 0) is inherently false, and 1.74 is less than 2.0, so no fraud indicators were detected."
2022-02-25,7cea9329,f36f62a73f1f4ede8b145ff56e95512c,9976014,Electronics,Bank Transfer,Surabaya,35,15.91,9976014,1,"Condition 2 is met (2.2 >= 2.0), indicating a significant increase in quantity compared to the average, which could suggest fraudulent activity."
2024-10-26,a8701996,3806431118ca4307bdcd4f2aa8795ef5,5581086,Groceries,Credit Card,Bandung,82,24.33,5581086,1,"The transaction meets the second condition where 3.37 is greater than or equal to 2.0, indicating potential fraudulent activity."
2025-10-13,252b64e1,c3af421b39a94ed08b18af8b9d5358e2,4391,Clothing,Credit Card,Medan,98,49.49,4391,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.98 is less than 2.0 (no significant quantity increase)."
